doco;dcto;pf_list;mcu_list
27001338;CA;PF0415, PF1020, PF0189, PF0483, PF0289, PF0525, PF0488, PF0986, PF0998, PF0524, PF1001, PF1009, PF1014, PF0526, PF1020, PF0189, PF0530, PF0289, PF0525, PF0533, PF0986, PF0998, PF0582;MI33,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI10,MI01,MI02,MI04,MI22,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI10,MI01
27001339;CA;PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584, PF0624, PF0686, PF0687, PF0702, PF0703, PF0189, PF0704, PF0705, PF0706, PF0707, PF0719, PF0720, PF0721, PF0722, PF0724, PF0728, PF0756, PF0757;MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27001340;CA;PF0488, PF0524, PF0526, PF0289, PF0530, PF0533, PF0525, PF0582, PF0584, PF0986, PF0624, PF0686, PF0998, PF0687, PF0702, PF1001, PF0703, PF0704, PF1009, PF0705, PF0706, PF1014, PF0707, PF0719, PF0720;MI33,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI01,MI02,MI01,MI01,MI04,MI01,MI01,MI22,MI01,MI01,MI01
27001341;CA;PF0524, PF0526, PF0530, PF0533, PF0525, PF0582, PF0584, PF0624, PF0986, PF0686, PF0687, PF0702, PF0998, PF0703, PF0704, PF0705, PF0706, PF1001, PF0707, PF0719, PF0720, PF1009, PF0721, PF0722, PF0724, PF1014, PF0728, PF0756, PF0757, PF0765;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI01,MI01,MI01,MI02,MI01,MI01,MI01,MI04,MI01,MI01,MI01,MI22,MI01,MI01,MI01,MI01
27001342;CA;PF0526, PF0530, PF0986, PF0533, PF0582, PF0998, PF0584, PF1001, PF0624, PF0686, PF1009, PF0687, PF0702, PF1014, PF0703, PF1020, PF0704, PF0705, PF0189, PF0706, PF0707;MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI02,MI01,MI01,MI04,MI01,MI01,MI22,MI01,MI33,MI01,MI01,MI33,MI01,MI01
27001343;CA;PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020;MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI33
27001344;CA;PF0533, PF1001, PF0582, PF1009, PF0584, PF1014, PF0624, PF1020, PF0686, PF0189, PF0687, PF0289, PF0702, PF0525, PF0703, PF0986, PF0704, PF0998, PF0705, PF1001, PF0706, PF1009, PF0707, PF1014, PF0719;MI01,MI02,MI01,MI04,MI01,MI22,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI02,MI01,MI04,MI01,MI22,MI01
27001345;CA;PF0582, PF0584, PF0624, PF1009, PF0686, PF0687, PF0702, PF1014, PF0703, PF0704, PF1020, PF0705, PF0706, PF0707, PF0189, PF0719, PF0720, PF0721;MI01,MI01,MI01,MI04,MI01,MI01,MI01,MI22,MI01,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI01
27001346;CA;PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009;MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04
27001347;CA;PF0624, PF0686, PF1020, PF0687, PF0189, PF0702, PF0289, PF0703, PF0525, PF0704, PF0986, PF0705, PF0998, PF0706, PF1001, PF0707, PF1009, PF0719;MI01,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI02,MI01,MI04,MI01
27001348;CA;PF0686, PF0687, PF0702, PF0189, PF0703, PF0704, PF0289, PF0705, PF0706, PF0707, PF0525, PF0719, PF0720, PF0986, PF0721, PF0722, PF0724, PF0998, PF0728, PF0756, PF1001, PF0757, PF0765, PF0766;MI01,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI01,MI02,MI01,MI01,MI01
27001349;CA;PF0687, PF0289, PF0525, PF0702, PF0986, PF0998, PF1001, PF0703, PF1009, PF1014, PF0704;MI01,MI33,MI01,MI01,MI01,MI10,MI02,MI01,MI04,MI22,MI01
27001350;CA;PF0702, PF0703, PF0704, PF0705, PF0706, PF0707, PF0719, PF0720, PF0721, PF0722, PF0724, PF0728, PF0756, PF0757, PF0525, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27001351;CA;PF0703, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0704;MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01
27001352;CA;PF0704, PF0705, PF0706, PF0998, PF0707, PF0719, PF0720, PF1001, PF0721, PF0722, PF0724, PF1009, PF0728, PF0756, PF0757, PF1014, PF0765, PF0766, PF0775, PF1020, PF0776, PF0777, PF0778;MI01,MI01,MI01,MI10,MI01,MI01,MI01,MI02,MI01,MI01,MI01,MI04,MI01,MI01,MI01,MI22,MI01,MI01,MI01,MI33,MI01,MI01,MI01
27001353;CA;PF0705, PF1001, PF1009, PF1014, PF1020, PF0706;MI01,MI02,MI04,MI22,MI33,MI01
27001354;CA;PF0706, PF1009, PF1014, PF1020;MI01,MI04,MI22,MI33
27001355;CA;PF0707, PF0719, PF0720, PF0721, PF1014, PF0722, PF0724, PF0728, PF0756, PF1020, PF0757, PF0765, PF0766, PF0775, PF0189, PF0776, PF0777, PF0778, PF0289, PF0779, PF0780, PF0781, PF0782, PF0525, PF0783, PF0784, PF0785, PF0786;MI01,MI01,MI01,MI01,MI22,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27001356;CA;PF0719, PF0720, PF0721, PF0722, PF0724, PF1020, PF0728, PF0756, PF0757, PF0765;MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01
27001357;CA;PF0720, PF0721, PF0722, PF0189, PF0724, PF0728, PF0756, PF0289, PF0757, PF0765, PF0525, PF0766, PF0775, PF0776, PF0986, PF0777, PF0778, PF0998, PF0779, PF0780, PF0781, PF1001, PF0782, PF0783, PF0784;MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI01,MI01,MI02,MI01,MI01,MI01
27001358;CA;PF0721, PF0722, PF0724, PF0728, PF0756, PF0757, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF0779, PF0289, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33
27001359;CA;PF0722, PF0724, PF0525, PF0728, PF0986, PF0756, PF0998, PF0757, PF1001, PF0765, PF0766, PF1009, PF0775, PF1014, PF0776, PF1020, PF0777, PF0189, PF0778, PF0779, PF0289, PF0780, PF0525, PF0781, PF0986, PF0782, PF0998, PF0783, PF0784;MI01,MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI02,MI01,MI01,MI04,MI01,MI22,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI01
27001360;CA;PF0724, PF0728, PF0986, PF0756, PF0998, PF0757, PF1001, PF0765, PF1009, PF0766, PF1014, PF0775, PF1020, PF0776, PF0189, PF0777, PF0778;MI01,MI01,MI01,MI01,MI10,MI01,MI02,MI01,MI04,MI01,MI22,MI01,MI33,MI01,MI33,MI01,MI01
27001361;CA;PF0728, PF0998, PF1001;MI01,MI10,MI02
27001362;CA;PF0756, PF1001, PF0757, PF1009, PF0765, PF1014, PF0766;MI01,MI02,MI01,MI04,MI01,MI22,MI01
27001363;CA;PF0757, PF1009, PF1014, PF1020, PF0189, PF0765, PF0289, PF0525, PF0986, PF0998, PF0766, PF1001, PF1009, PF1014, PF1020, PF0775;MI01,MI04,MI22,MI33,MI33,MI01,MI33,MI01,MI01,MI10,MI01,MI02,MI04,MI22,MI33,MI01
27001364;CA;PF0765, PF0766, PF0775, PF0776, PF1014, PF0777, PF0778, PF0779, PF0780, PF1020, PF0781, PF0782, PF0783, PF0784, PF0189, PF0785, PF0786, PF0793, PF0794, PF0289, PF0798, PF0811, PF0817, PF0827, PF0525, PF0833, PF0850, PF0853, PF0854;MI01,MI01,MI01,MI01,MI22,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01
27001365;CA;PF0766, PF1020, PF0775, PF0189, PF0289, PF0776, PF0525, PF0986, PF0777, PF0998, PF1001, PF0778, PF1009, PF0779;MI01,MI33,MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI10,MI02,MI01,MI04,MI01
27001366;CA;PF0775, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001;MI01,MI33,MI33,MI01,MI01,MI10,MI02
27001367;CA;PF0776, PF0777, PF0289, PF0778, PF0525, PF0779, PF0780;MI01,MI01,MI33,MI01,MI01,MI01,MI01
27001368;CA;PF0777, PF0778, PF0779, PF0525, PF0780, PF0781, PF0986, PF0782, PF0783, PF0998, PF0784, PF0785, PF1001, PF0786, PF0793;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI01,MI02,MI01,MI01
27001369;CA;PF0778, PF0779, PF0986, PF0780, PF0998, PF0781, PF1001, PF0782, PF0783, PF1009, PF0784, PF1014, PF0785, PF1020, PF0786, PF0189, PF0793, PF0794, PF0289, PF0798, PF0525, PF0811, PF0986, PF0817, PF0998, PF0827, PF0833;MI01,MI01,MI01,MI01,MI10,MI01,MI02,MI01,MI01,MI04,MI01,MI22,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI33,MI10,MI01,MI01
27001370;CA;PF0998, PF1001, PF1009, PF1014;MI10,MI02,MI04,MI22
27001371;CA;PF0780, PF0781, PF0782, PF0783, PF1001, PF0784, PF0785, PF0786, PF1009, PF0793, PF0794, PF0798, PF1014, PF0811, PF0817, PF0827, PF1020, PF0833, PF0850, PF0853;MI01,MI01,MI01,MI01,MI02,MI01,MI01,MI01,MI04,MI01,MI01,MI01,MI22,MI01,MI33,MI01,MI33,MI01,MI01,MI01
27001372;CA;PF0781, PF0782, PF0783, PF0784, PF1009, PF0785, PF0786, PF0793, PF0794, PF1014, PF0798, PF0811, PF0817, PF1020, PF0827, PF0833, PF0850, PF0853, PF0189, PF0854, PF0855, PF0870, PF0873;MI01,MI01,MI01,MI01,MI04,MI01,MI01,MI01,MI01,MI22,MI01,MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01
27001373;CA;PF0782, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014;MI01,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22
27001374;CA;PF0783, PF1020, PF0189, PF0289, PF0784, PF0525, PF0986, PF0998, PF1001, PF0785, PF1009, PF1014, PF1020, PF0189, PF0786, PF0289, PF0525, PF0986, PF0998, PF0793, PF1001, PF1009, PF1014, PF1020, PF0794, PF0189, PF0289, PF0525, PF0986, PF0798;MI01,MI33,MI33,MI33,MI01,MI01,MI01,MI10,MI02,MI01,MI04,MI22,MI33,MI33,MI01,MI33,MI01,MI01,MI10,MI01,MI02,MI04,MI22,MI33,MI01,MI33,MI33,MI01,MI01,MI01
27001375;CA;PF0784, PF0785, PF0189, PF0786, PF0289, PF0793, PF0525, PF0794, PF0798;MI01,MI01,MI33,MI01,MI33,MI01,MI01,MI01,MI01
27001376;CA;PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0289, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0525, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881;MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27001377;CA;PF0786, PF0525, PF0986, PF0998, PF0793, PF1001, PF1009, PF1014, PF0794, PF1020, PF0189, PF0289, PF0798, PF0525, PF0986, PF0998, PF0811, PF1001, PF1009, PF1014, PF0817, PF1020, PF0189, PF0289, PF0827;MI01,MI01,MI01,MI10,MI01,MI02,MI04,MI22,MI01,MI33,MI33,MI33,MI01,MI01,MI01,MI10,MI01,MI02,MI04,MI22,MI33,MI33,MI33,MI33,MI01
27001378;CA;PF0793, PF0794, PF0798, PF0811, PF0986, PF0817, PF0827, PF0833, PF0998, PF0850, PF0853, PF0854;MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI10,MI01,MI01,MI01
27001379;CA;PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189;MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33
27001380;CA;PF0798, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0811, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0817, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF0827;MI01,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI01
27001381;CA;PF0811, PF1009, PF1014, PF1020, PF0817, PF0189, PF0289, PF0525, PF0827, PF0986, PF0998, PF1001, PF1009, PF0833, PF1014, PF1020, PF0189, PF0850, PF0289, PF0525, PF0986, PF0853;MI01,MI04,MI22,MI33,MI33,MI33,MI33,MI01,MI01,MI01,MI10,MI02,MI04,MI01,MI22,MI33,MI33,MI01,MI33,MI01,MI01,MI01
27001382;CA;PF0817, PF0827, PF1014, PF0833, PF0850, PF1020, PF0853, PF0189, PF0854, PF0855, PF0289, PF0870, PF0525, PF0873, PF0875, PF0986, PF0876, PF0998, PF0880, PF0881, PF1001, PF0882, PF1009, PF0883, PF0886, PF1014, PF0888, PF0889;MI33,MI01,MI22,MI01,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI01,MI02,MI01,MI04,MI01,MI01,MI22,MI01,MI01
27001383;CA;PF0827, PF1020, PF0833, PF0189, PF0850, PF0289, PF0853, PF0525, PF0854, PF0986, PF0855, PF0998, PF0870;MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI10,MI01
27001384;CA;PF0833, PF0850, PF0853, PF0189, PF0854, PF0855, PF0870, PF0289, PF0873, PF0875, PF0525, PF0876, PF0880, PF0881, PF0986, PF0882, PF0883, PF0998, PF0886, PF0888, PF0889, PF1001, PF0890, PF0891, PF0892;MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI01,MI01,MI02,MI01,MI01,MI01
27001385;CA;PF0850, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF0853;MI01,MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI01
27001386;CA;PF0853, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0854, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF0855;MI01,MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI01
27001387;CA;PF0854, PF0986, PF0998, PF1001, PF1009;MI01,MI01,MI10,MI02,MI04
27001388;CA;PF0855, PF0870, PF0998, PF0873, PF0875, PF1001, PF0876, PF1009, PF0880, PF0881, PF1014, PF0882, PF1020, PF0883, PF0886;MI01,MI01,MI10,MI01,MI01,MI02,MI01,MI04,MI01,MI01,MI22,MI01,MI33,MI01,MI01
27001389;CA;PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014;MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22
27001390;CA;PF0873, PF1009, PF1014, PF1020, PF0875, PF0189, PF0289, PF0525, PF0986, PF0876, PF0998, PF1001, PF1009, PF1014, PF0880;MI01,MI04,MI22,MI33,MI01,MI33,MI33,MI01,MI01,MI01,MI10,MI02,MI04,MI22,MI01
27001391;CA;PF0875, PF1014, PF0876, PF1020, PF0189, PF0880, PF0289, PF0881, PF0525, PF0986, PF0882, PF0998, PF0883, PF1001, PF1009, PF0886, PF1014, PF0888, PF1020, PF0189, PF0889, PF0289, PF0890, PF0525, PF0986, PF0891, PF0998, PF0892;MI01,MI22,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI10,MI01,MI02,MI04,MI01,MI22,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI10,MI01
27001392;CA;PF0876, PF0880, PF0881, PF1020, PF0882, PF0883;MI01,MI01,MI01,MI33,MI01,MI01
27001393;CA;PF0880, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF0881, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF0882, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0883;MI01,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI01,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI01,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01
27001394;CA;PF0881, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0882, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0883;MI01,MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01
27001395;CA;PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020;MI01,MI01,MI10,MI02,MI04,MI22,MI33
27001396;CA;PF0883, PF0886, PF0986, PF0888, PF0889, PF0998, PF0890, PF1001, PF0891, PF0892;MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI02,MI01,MI01
27001397;CA;PF0886, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998;MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10
27001398;CA;PF0888, PF1001, PF1009, PF0889;MI01,MI02,MI04,MI01
27001399;CA;PF0889, PF0890, PF1009, PF0891, PF0892, PF1014, PF0893, PF1020, PF0895, PF0896, PF0189, PF0902, PF0289, PF0905, PF0907, PF0525, PF0916, PF0986, PF0931, PF0939, PF0998, PF0948, PF0949;MI01,MI01,MI04,MI01,MI01,MI22,MI01,MI33,MI01,MI01,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI10,MI33,MI33
27001400;CA;PF0890, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF0891;MI01,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI01
27001401;CA;PF0891, PF1020;MI01,MI33
27001402;CA;PF0892, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014;MI01,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22
27001403;CA;PF0893, PF0895, PF0289, PF0896;MI01,MI01,MI33,MI01
27001404;CA;PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986;MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01
27001405;CA;PF0986, PF0998, PF1001;MI01,MI10,MI02
27001406;CA;PF0902, PF0905, PF0907, PF0998, PF0916, PF0931, PF1001, PF0939, PF0948, PF1009, PF0949, PF0952, PF1014, PF0953, PF0954, PF1020, PF0955, PF0956, PF0189, PF0957, PF0958, PF0289, PF0959, PF0960, PF0961;MI01,MI01,MI01,MI10,MI01,MI01,MI02,MI01,MI33,MI04,MI33,MI01,MI22,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI01
27001407;CA;PF0905, PF0907, PF1001, PF0916, PF1009, PF0931, PF0939;MI01,MI01,MI02,MI01,MI04,MI01,MI01
27001408;CA;PF0907, PF0916, PF0931, PF0939, PF0948, PF1009, PF0949, PF0952, PF0953, PF0954, PF0955, PF1014, PF0956, PF0957, PF0958, PF0959, PF0960, PF1020, PF0961, PF0962, PF0963, PF0977, PF0982;MI01,MI01,MI01,MI01,MI33,MI04,MI33,MI01,MI01,MI01,MI01,MI22,MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01
27001409;CA;PF0916, PF0931, PF1014, PF0939, PF0948, PF1020, PF0949, PF0189, PF0952, PF0953, PF0289, PF0954, PF0955;MI01,MI01,MI22,MI01,MI33,MI33,MI33,MI33,MI01,MI01,MI33,MI01,MI01
27001410;CA;PF0931, PF1020, PF0189, PF0939, PF0289, PF0525, PF0948;MI01,MI33,MI33,MI01,MI33,MI01,MI33
27001411;CA;PF0939, PF0189, PF0289, PF0525, PF0986, PF0948, PF0998, PF1001, PF1009, PF1014, PF1020, PF0949, PF0189, PF0289, PF0525, PF0986, PF0998, PF0952;MI01,MI33,MI33,MI01,MI01,MI33,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI33,MI01,MI01,MI10,MI01
27001412;CA;PF0948, PF0289, PF0949;MI33,MI33,MI33
27001413;CA;PF0949, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF0952;MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI01
27001414;CA;PF0952, PF0986, PF0998, PF1001, PF1009, PF1014, PF0953;MI01,MI01,MI10,MI02,MI04,MI22,MI01
27001415;CA;PF0953, PF0998, PF0954, PF1001, PF1009, PF0955, PF1014, PF1020, PF0956, PF0189, PF0957, PF0289, PF0525, PF0958, PF0986, PF0998, PF0959, PF1001, PF1009, PF0960, PF1014, PF0961;MI01,MI10,MI01,MI02,MI04,MI01,MI22,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI01,MI10,MI01,MI02,MI04,MI01,MI22,MI01
27001416;CA;PF0954, PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF1001, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF1009, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI02,MI01,MI01,MI01,MI01,MI01,MI01,MI04,MI01,MI01,MI01,MI02,MI04,MI22,MI40
27001417;CA;PF0955, PF1009, PF1014, PF1020, PF0189, PF0956, PF0289, PF0525, PF0986, PF0998, PF1001, PF0957, PF1009, PF1014, PF1020, PF0189, PF0958;MI01,MI04,MI22,MI33,MI33,MI01,MI33,MI01,MI01,MI10,MI02,MI01,MI04,MI22,MI33,MI33,MI01
27001418;CA;PF0956, PF0957, PF1014, PF0958, PF1020, PF0959, PF0189, PF0960, PF0289, PF0961, PF0525, PF0962, PF0986, PF0963;MI01,MI01,MI22,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01
27001419;CA;PF0957, PF0958, PF1020, PF0959, PF0189, PF0960, PF0289, PF0961, PF0525, PF0962, PF0986, PF0963, PF0998, PF0977, PF1001, PF0982, PF0983;MI01,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI02,MI01,MI01
27001420;CA;PF0958, PF0189, PF0289, PF0525, PF0959, PF0986, PF0998, PF1001, PF1009, PF0960, PF1014, PF1020, PF0189, PF0289, PF0961, PF0525, PF0986, PF0998, PF1001, PF0962, PF1009, PF1014, PF1020, PF0189, PF0963;MI01,MI33,MI33,MI01,MI01,MI01,MI10,MI02,MI04,MI01,MI22,MI33,MI33,MI33,MI01,MI01,MI01,MI10,MI02,MI01,MI04,MI22,MI33,MI33,MI01
27001421;CA;PF0959, PF0289, PF0525, PF0986, PF0960, PF0998, PF1001, PF1009, PF0961, PF1014, PF1020, PF0189, PF0962;MI01,MI33,MI01,MI01,MI01,MI10,MI02,MI04,MI01,MI22,MI33,MI33,MI01
27001422;CA;PF0960, PF0525, PF0986, PF0998;MI01,MI01,MI01,MI10
27001423;CA;PF0961, PF0986, PF0998, PF0962, PF1001, PF1009, PF0963, PF1014, PF1020, PF0977, PF0189, PF0289, PF0525, PF0982, PF0986, PF0998, PF0983, PF1001, PF1009, PF0984;MI01,MI01,MI10,MI01,MI02,MI04,MI01,MI22,MI33,MI01,MI33,MI33,MI01,MI01,MI01,MI10,MI01,MI02,MI04,MI01
27001424;CA;PF0962, PF0998, PF0963, PF1001, PF1009, PF0977, PF1014, PF1020, PF0982, PF0189, PF0289, PF0983, PF0525, PF0986, PF0984, PF0998, PF1001, PF0985, PF1009, PF1014, PF0995, PF1020, PF0189, PF0996;MI01,MI10,MI01,MI02,MI04,MI01,MI22,MI33,MI01,MI33,MI33,MI01,MI01,MI01,MI01,MI10,MI02,MI01,MI04,MI22,MI01,MI33,MI33,MI02
27001425;CA;PF0963, PF1001, PF1009, PF0977, PF1014, PF1020, PF0189, PF0982, PF0289, PF0525, PF0986, PF0983;MI01,MI02,MI04,MI01,MI22,MI33,MI33,MI01,MI33,MI01,MI01,MI01
27001426;CA;PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020;MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI33
